date,baseline,ridge,rf,extra,hgb,best_model,best_p80_low,best_p80_high,best_p95_low,best_p95_high
2026-04-14,4.2148,4.243973246483788,4.297904735712361,4.2537859793568495,4.296057985650589,ridge_delta,,,,
2026-04-15,4.2148,4.244587902713496,4.297638964876382,4.2548439523804795,4.29677186369329,ridge_delta,,,,
2026-04-16,4.2148,4.245069667345381,4.297271519614832,4.255292911740444,4.2983098895267835,ridge_delta,,,,
2026-04-17,4.2148,4.245418814339148,4.296720719026014,4.255539652852693,4.297642972602701,ridge_delta,,,,
2026-04-20,4.2148,4.246278431180314,4.2969078392751,4.256852768345344,4.296901111415975,ridge_delta,,,,
2026-04-21,4.2148,4.247016549786727,4.300388605963373,4.258172892654228,4.297234931517934,ridge_delta,,,,
2026-04-22,4.2148,4.247622739339765,4.303791428137524,4.259238009396747,4.296629797375225,ridge_delta,,,,
2026-04-23,4.2148,4.248096061887541,4.307016580539125,4.259691115539735,4.296848811023308,ridge_delta,,,,
2026-04-24,4.2148,4.248436792213479,4.309914237099705,4.2599243716428505,4.295967649923551,ridge_delta,,,,
2026-04-27,4.2148,4.249288017277129,4.3132458892498935,4.261216267898739,4.294873976578658,ridge_delta,,,,
2026-04-28,4.2148,4.250017762089692,4.316453520480258,4.262478672112916,4.29485598452245,ridge_delta,,,,
2026-04-29,4.2148,4.250615602217175,4.316387464163576,4.2634854053889395,4.294410666968481,ridge_delta,,,,
2026-04-30,4.2148,4.251080599583053,4.315892105793603,4.263891701764725,4.294789497205305,ridge_delta,,,,
2026-05-01,4.2148,4.251413029804792,4.31514788093028,4.264032493252682,4.294419964852454,ridge_delta,,,,
2026-05-04,4.2148,4.252255979308193,4.314885363968925,4.265212067196551,4.293837920254468,ridge_delta,,,,
2026-05-05,4.2148,4.252977466288883,4.3146403898221894,4.266394082083869,4.294331556945167,ridge_delta,,,,
2026-05-06,4.2148,4.253567072613299,4.315949246707911,4.267311227469857,4.2943978681381045,ridge_delta,,,,
2026-05-07,4.2148,4.254023860075522,4.318865527007785,4.2676558974946746,4.295288327121835,ridge_delta,,,,
2026-05-08,4.2148,4.254348105136735,4.32151146044008,4.2677242291610415,4.294918794768984,ridge_delta,,,,
2026-05-11,4.2148,4.25518289368074,4.32466794326259,4.268817456591329,4.294737914844405,ridge_delta,,,,
2026-05-12,4.2148,4.255896237177481,4.327836170480536,4.269869571457575,4.295602264972282,ridge_delta,,,,
2026-05-13,4.2148,4.256477723712206,4.330950756972662,4.270690282202795,4.296039289602398,ridge_delta,,,,
2026-05-14,4.2148,4.2569264149453065,4.33378540968243,4.270908890794094,4.296929748586128,ridge_delta,,,,
2026-05-15,4.2148,4.257242588191531,4.333405515307006,4.27090928467296,4.296560216233277,ridge_delta,,,,
2026-05-18,4.2148,4.2580693287843046,4.332990370226154,4.271856034938395,4.296379336308698,ridge_delta,,,,
2026-05-19,4.2148,4.258774641555768,4.332722376391248,4.272803237763634,4.297243686436575,ridge_delta,,,,
2026-05-20,4.2148,4.259348120729816,4.3324782313050525,4.273543797105302,4.297680711066691,ridge_delta,,,,
2026-05-21,4.2148,4.259788827828877,4.332071354678672,4.273755754423161,4.298059541303514,ridge_delta,,,,
2026-05-22,4.2148,4.260097041031135,4.334682702897661,4.273732921802658,4.297178380203757,ridge_delta,,,,
2026-05-25,4.2148,4.260915845111109,4.3379861702528535,4.27463588973441,4.296485871532272,ridge_delta,,,,
2026-05-26,4.2148,4.261613238349187,4.3412732196493495,4.275549075122627,4.296869044149472,ridge_delta,,,,
2026-05-27,4.2148,4.262178821029425,4.344569640226078,4.276269019401476,4.296794440032681,ridge_delta,,,,
2026-05-28,4.2148,4.262611654532162,4.347595944260831,4.276488404781016,4.2971732702695045,ridge_delta,,,,
2026-05-29,4.2148,4.262912017908958,4.350257658680433,4.276468000823735,4.296292109169747,ridge_delta,,,,
2026-06-01,4.2148,4.2637229953667575,4.3522507245978,4.277348493213877,4.295599600498262,ridge_delta,,,,
2026-06-02,4.2148,4.264412578718451,4.352027201842374,4.278245430131286,4.295982773115462,ridge_delta,,,,
2026-06-03,4.2148,4.264970374231434,4.35181872647603,4.278933818964532,4.295908168998671,ridge_delta,,,,
2026-06-04,4.2148,4.265395443139963,4.351470558214314,4.279167184066739,4.296286999235495,ridge_delta,,,,
2026-06-05,4.2148,4.265688065378987,4.350940085113169,4.2792063656508414,4.295917466882644,ridge_delta,,,,
2026-06-08,4.2148,4.2664913245790705,4.350941187908976,4.280042773227509,4.295736586958065,ridge_delta,,,,
2026-06-09,4.2148,4.267173206168081,4.354400216035255,4.280965653639655,4.296600937085942,ridge_delta,,,,
2026-06-10,4.2148,4.267723322321575,4.357802540221461,4.281677573524058,4.2970379617160575,ridge_delta,,,,
2026-06-11,4.2148,4.268140734123875,4.360981991287308,4.281952026848879,4.297928420699788,ridge_delta,,,,
2026-06-12,4.2148,4.268425722403407,4.363913034432425,4.28209368723394,4.297558888346937,ridge_delta,,,,
2026-06-15,4.2148,4.2692213702054005,4.367299632909577,4.282916477736389,4.297378008422358,ridge_delta,,,,
2026-06-16,4.2148,4.269895656653417,4.370504754433896,4.283811974623843,4.2977307298033285,ridge_delta,,,,
2026-06-17,4.2148,4.270438199757616,4.370377801316474,4.284480120194061,4.2976561256865375,ridge_delta,,,,
2026-06-18,4.2148,4.270848060448692,4.369805992994975,4.284704008177858,4.298034955923361,ridge_delta,,,,
2026-06-19,4.2148,4.271125520458694,4.368999952707151,4.284792415589691,4.297153794823604,ridge_delta,,,,
2026-06-22,4.2148,4.271913662238417,4.368903655069871,4.285504193325027,4.296461286152119,ridge_delta,,,,
2026-06-23,4.2148,4.272580458686102,4.368834032693105,4.286263914078889,4.296844458769319,ridge_delta,,,,
2026-06-24,4.2148,4.273115533574559,4.370343946229481,4.286833957284675,4.296769854652528,ridge_delta,,,,
2026-06-25,4.2148,4.273517947677303,4.373525152954218,4.28699500737251,4.297148684889351,ridge_delta,,,,
2026-06-26,4.2148,4.27378798364022,4.376330148442795,4.287033246108461,4.296267523789594,ridge_delta,,,,
2026-06-29,4.2148,4.274568723310422,4.379757766762178,4.287711185054764,4.295575015118109,ridge_delta,,,,
2026-06-30,4.2148,4.275228133438099,4.383209132535408,4.288446074617075,4.295958187735309,ridge_delta,,,,
2026-07-01,4.2148,4.275755843488344,4.386487766446689,4.28901518926522,4.295883583618518,ridge_delta,,,,
2026-07-02,4.2148,4.276150914074099,4.389320713409066,4.2891448113870005,4.296262413855342,ridge_delta,,,,
2026-07-03,4.2148,4.276413628765363,4.388397833493478,4.2891657443856985,4.295892881502491,ridge_delta,,,,
2026-07-06,4.2148,4.27718706879616,4.388214849337782,4.289767868863339,4.295712001577912,ridge_delta,,,,
2026-07-07,4.2148,4.277839194844209,4.388160623742263,4.29043057126431,4.296576351705789,ridge_delta,,,,
2026-07-08,4.2148,4.278359641998083,4.388142752890979,4.290949351850232,4.297013376335904,ridge_delta,,,,
2026-07-09,4.2148,4.27874747070692,4.387936401644543,4.291030816847367,4.297903835319635,ridge_delta,,,,
2026-07-10,4.2148,4.27900296547516,4.389213917598919,4.291004522885438,4.297534302966784,ridge_delta,,,,
2026-07-13,4.2148,4.27976920691419,4.3928171128337885,4.291532306075382,4.297353423042205,ridge_delta,,,,
2026-07-14,4.2148,4.280414149703151,4.396437566591424,4.292116091020446,4.2977061444231754,ridge_delta,,,,
2026-07-15,4.2148,4.280927434486849,4.39999501464496,4.292519402307902,4.2976315403063845,ridge_delta,,,,
2026-07-16,4.2148,4.281308121547553,4.403276406160809,4.292518497855067,4.298010370543208,ridge_delta,,,,
2026-07-17,4.2148,4.2815564963345265,4.405850209153338,4.292374470306013,4.297129209443451,ridge_delta,,,,
2026-07-20,4.2148,4.282315638826809,4.407321635764319,4.292808096318733,4.296436700771966,ridge_delta,,,,
2026-07-21,4.2148,4.2829534977772035,4.407307963092119,4.2933480337727845,4.296819873389166,ridge_delta,,,,
2026-07-22,4.2148,4.283459719321039,4.407392640813293,4.29369358026136,4.296745269272375,ridge_delta,,,,
2026-07-23,4.2148,4.283833363570812,4.407249587369578,4.293645005902744,4.297124099509198,ridge_delta,,,,
2026-07-24,4.2148,4.284074716931049,4.406685274834077,4.293468931944643,4.296242938409441,ridge_delta,,,,
2026-07-27,4.2148,4.284826858738572,4.406922888495349,4.293829199665526,4.295550429737956,ridge_delta,,,,
2026-07-28,4.2148,4.285457731890444,4.410652269200128,4.294298358400511,4.295933602355156,ridge_delta,,,,
2026-07-29,4.2148,4.285956987948324,4.414321741822427,4.294540151816024,4.295858998238365,ridge_delta,,,,
2026-07-30,4.2148,4.286323686852215,4.417679833191606,4.294414086567153,4.2962378284751885,ridge_delta,,,,
2026-07-31,4.2148,4.286558115972385,4.420598659401577,4.294162440218675,4.295868296122338,ridge_delta,,,,
2026-08-03,4.2148,4.287303353993409,4.424157357555711,4.2944251452175255,4.295687416197759,ridge_delta,,,,
2026-08-04,4.2148,4.287927338025587,4.427261611443176,4.294839952538842,4.296551766325636,ridge_delta,,,,
2026-08-05,4.2148,4.288419724994218,4.427195982189415,4.295075645192304,4.296988790955751,ridge_delta,,,,
2026-08-06,4.2148,4.288779574664272,4.4268605800760925,4.2949170536122185,4.297879249939482,ridge_delta,,,,
2026-08-07,4.2148,4.2890071753822765,4.426262575168101,4.294618595132175,4.297509717586631,ridge_delta,,,,
2026-08-10,4.2148,4.289745605170374,4.426555126306625,4.294816789643553,4.297328837662052,ridge_delta,,,,
2026-08-11,4.2148,4.290362795419461,4.4268683933254955,4.295138260678071,4.297681559043022,ridge_delta,,,,
